yearsReviews,sentimiento,item_name
2015,11,Gone Home
2014,2,SolForge
2013,1,Mars: War Logs
2014,2,Mars: War Logs
2014,0,POSTAL
2015,3,POSTAL
2012,4,Broken Age
2014,19,Broken Age
2015,6,Broken Age
2013,6,Godus
2014,9,Godus
2015,4,Godus
2012,2,Stronghold Crusader 2
2014,4,Stronghold Crusader 2
2015,2,Stronghold Crusader 2
2012,2,TrackMania² Stadium
2013,8,TrackMania² Stadium
2014,1,TrackMania² Stadium
2015,2,TrackMania² Stadium
2014,2,Bridge Project
2014,2,Thunder Wolves
2012,10,Shadow Warrior
2013,11,Shadow Warrior
2014,15,Shadow Warrior
2015,12,Shadow Warrior
2012,0,LUFTRAUSERS
2014,8,LUFTRAUSERS
2015,4,LUFTRAUSERS
2014,2,Final Exam
2012,4,Planetary Annihilation
2013,4,Planetary Annihilation
2014,46,Planetary Annihilation
2015,18,Planetary Annihilation
2012,4,Far Cry® 3 Blood Dragon
2013,7,Far Cry® 3 Blood Dragon
2014,17,Far Cry® 3 Blood Dragon
2015,2,Far Cry® 3 Blood Dragon
2012,2,MURDERED: SOUL SUSPECT™
2014,4,MURDERED: SOUL SUSPECT™
2015,4,MURDERED: SOUL SUSPECT™
2014,2,Sudeki
2013,2,The Raven - Legacy of a Master Thief
2012,16,Prison Architect
2013,8,Prison Architect
2014,61,Prison Architect
2015,67,Prison Architect
2012,3,Evoland
2013,2,Evoland
2014,10,Evoland
2015,2,Evoland
2014,2,Another World
2012,4,Distance
2014,4,Distance
2015,10,Distance
2012,2,Ascend: Hand of Kul
2014,12,Ascend: Hand of Kul
2015,0,Ascend: Hand of Kul
2014,2,Sword of the Stars: The Pit
2015,2,Sword of the Stars: The Pit
2012,5,Surgeon Simulator
2013,41,Surgeon Simulator
2014,61,Surgeon Simulator
2015,14,Surgeon Simulator
2012,4,Organ Trail: Director's Cut
2014,4,Organ Trail: Director's Cut
2013,2,Worms Clan Wars
2014,2,Worms Clan Wars
2012,2,Kenshi
2013,5,Kenshi
2014,6,Kenshi
2015,6,Kenshi
2012,2,Unepic
2013,6,Unepic
2014,2,Unepic
2015,2,Unepic
2013,2,Castlevania: Lords of Shadow - Ultimate Edition
2012,29,Mad Max
2015,42,Mad Max
2014,2,Strike Suit Infinity
2012,1,Receiver
2013,2,Receiver
2014,22,Receiver
2015,7,Receiver
2013,2,March of War
2014,12,March of War
2015,2,March of War
2013,2,Marvel Puzzle Quest
2014,6,Marvel Puzzle Quest
2012,0,Teleglitch: Die More Edition
2014,4,Teleglitch: Die More Edition
2015,2,Teleglitch: Die More Edition
2014,5,Rush Bros
2013,6,War of the Vikings
2014,6,War of the Vikings
2012,4,Project CARS
2015,10,Project CARS
2012,0,Shadowrun Returns
2013,6,Shadowrun Returns
2014,6,Shadowrun Returns
2015,2,Shadowrun Returns
2012,2,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst
2014,39,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst
2015,3,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst
2012,4,Poker Night 2
2013,17,Poker Night 2
2014,16,Poker Night 2
2015,11,Poker Night 2
2012,2,Dyscourse
2015,2,Dyscourse
2014,4,Super Sanctum TD
2015,0,Super Sanctum TD
2014,2,Prime World
2013,3,Prime World: Defenders
2013,2,King’s Bounty: Legions
2014,3,King’s Bounty: Legions
2012,7,METAL GEAR RISING: REVENGEANCE
2014,29,METAL GEAR RISING: REVENGEANCE
2015,11,METAL GEAR RISING: REVENGEANCE
2012,12,Warhammer: End Times - Vermintide
2015,20,Warhammer: End Times - Vermintide
2012,8,Tom Clancy's Splinter Cell Blacklist
2013,4,Tom Clancy's Splinter Cell Blacklist
2014,20,Tom Clancy's Splinter Cell Blacklist
2015,4,Tom Clancy's Splinter Cell Blacklist
2013,2,Young Justice: Legacy
2012,3,Audiosurf 2
2013,8,Audiosurf 2
2014,14,Audiosurf 2
2015,1,Audiosurf 2
2013,2,Tetrobot and Co.
2012,3,Dust: An Elysian Tail
2013,13,Dust: An Elysian Tail
2014,44,Dust: An Elysian Tail
2015,13,Dust: An Elysian Tail
2012,15,Dungeon Defenders II
2014,5,Dungeon Defenders II
2015,48,Dungeon Defenders II
2012,1,Starpoint Gemini 2
2014,4,Starpoint Gemini 2
2015,2,Starpoint Gemini 2
2012,8,Interstellar Marines
2013,6,Interstellar Marines
2014,20,Interstellar Marines
2015,22,Interstellar Marines
2012,43,War Thunder
2013,71,War Thunder
2014,166,War Thunder
2015,123,War Thunder
2012,8,DARK SOULS™ II
2014,71,DARK SOULS™ II
2015,16,DARK SOULS™ II
2014,18,PAC-MAN Championship Edition DX+
2015,12,PAC-MAN Championship Edition DX+
2015,2,PAC-MAN MUSEUM
2014,8,Takedown: Red Sabre
2015,2,Takedown: Red Sabre
2012,0,Blood Bowl 2
2015,1,Blood Bowl 2
2014,2,Anomaly 2
2012,18,Europa Universalis IV
2013,5,Europa Universalis IV
2014,36,Europa Universalis IV
2015,26,Europa Universalis IV
2012,27,HITMAN™
2012,1,Mortal Kombat Komplete Edition
2013,3,Mortal Kombat Komplete Edition
2014,14,Mortal Kombat Komplete Edition
2015,10,Mortal Kombat Komplete Edition
2012,4,Elsword
2013,7,Elsword
2014,13,Elsword
2015,15,Elsword
2014,2,PlayClaw 5
2013,4,DuckTales Remastered
2014,4,DuckTales Remastered
2012,2,Angry Video Game Nerd Adventures
2013,2,Angry Video Game Nerd Adventures
2014,4,Angry Video Game Nerd Adventures
2015,0,Intake
2012,4,Dreamfall Chapters
2014,4,Dreamfall Chapters
2014,5,Planet Explorers
2015,6,Planet Explorers
2012,2,Agarest: Generations of War
2014,4,Agarest: Generations of War
2015,2,Agarest: Generations of War
2012,13,Transistor
2014,37,Transistor
2015,25,Transistor
2012,0,The Banner Saga
2014,8,The Banner Saga
2015,6,The Banner Saga
2012,1,Deus Ex: Human Revolution - Director's Cut
2013,3,Deus Ex: Human Revolution - Director's Cut
2014,25,Deus Ex: Human Revolution - Director's Cut
2015,12,Deus Ex: Human Revolution - Director's Cut
2013,4,Shadow Warrior Classic (1997)
2014,3,Shadow Warrior Classic (1997)
2012,5,Sniper Elite 3
2014,11,Sniper Elite 3
2015,13,Sniper Elite 3
2013,2,Afterfall InSanity - Dirty Arena Edition
2014,1,Afterfall InSanity - Dirty Arena Edition
2012,2,System Shock 2
2013,0,System Shock 2
2014,2,System Shock 2
2015,4,System Shock 2
2014,9,Edge of Space
2013,4,Pinball Arcade
2015,2,Pinball Arcade
2013,2,Legend of Dungeon
2014,12,Legend of Dungeon
2015,2,Legend of Dungeon
2012,4,Outlast
2013,12,Outlast
2014,59,Outlast
2015,24,Outlast
2012,3,Magicka 2
2015,0,Magicka 2
2012,6,Contagion
2013,6,Contagion
2014,50,Contagion
2015,0,Contagion
2012,22,BattleBlock Theater
2014,144,BattleBlock Theater
2015,62,BattleBlock Theater
2014,4,Loadout Campaign Beta
2012,2,Might & Magic X - Legacy 
2014,4,Might & Magic X - Legacy 
2014,2,Skyward Collapse
2015,4,Bionic Dues
2012,20,Path of Exile
2013,67,Path of Exile
2014,91,Path of Exile
2015,52,Path of Exile
2012,22,"Papers, Please"
2013,20,"Papers, Please"
2014,62,"Papers, Please"
2015,14,"Papers, Please"
2013,3,Hammerwatch
2014,11,Hammerwatch
2015,4,Hammerwatch
2014,2,FINAL FANTASY III
2015,2,FINAL FANTASY III
2012,33,Dying Light
2015,91,Dying Light
2012,4,Thief
2014,22,Thief
2015,0,Thief
2012,2,Amnesia: A Machine for Pigs
2013,0,Amnesia: A Machine for Pigs
2014,4,Amnesia: A Machine for Pigs
2015,2,Amnesia: A Machine for Pigs
2012,2,The Mighty Quest For Epic Loot
2013,5,The Mighty Quest For Epic Loot
2014,72,The Mighty Quest For Epic Loot
2015,15,The Mighty Quest For Epic Loot
2014,2,Castlevania: Lords of Shadow 2
2015,0,Castlevania: Lords of Shadow 2
2012,2,Spelunky
2013,15,Spelunky
2014,14,Spelunky
2015,11,Spelunky
2014,12,Gun Monkeys
2012,4,Soldier Front 2
2013,17,Soldier Front 2
2014,23,Soldier Front 2
2015,8,Soldier Front 2
2013,2,Hate Plus
2014,2,PAC-MAN™ and the Ghostly Adventures
2013,4,Bleed
2014,6,Bleed
2015,2,Bleed
2012,18,Game Dev Tycoon
2013,37,Game Dev Tycoon
2014,75,Game Dev Tycoon
2015,30,Game Dev Tycoon
2014,4,Dead State
2013,1,Panzar
2014,5,Panzar
2013,3,Solstice Arena
2012,4,Quadrilateral Cowboy
2012,2,WWE 2K15
2015,4,WWE 2K15
2015,2,MotoGP™13
2015,2,Wanderlust Adventures
2013,2,Wasteland 2
2014,4,Wasteland 2
2015,2,Wasteland 2
2015,4,Half Minute Hero: The Second Coming
2014,2,Contraption Maker
2015,4,Contraption Maker
2012,3,Sherlock Holmes: Crimes and Punishments
2014,2,Sherlock Holmes: Crimes and Punishments
2014,2,Ittle Dew
2015,1,Ittle Dew
2014,2,CastleStorm
2012,3,State of Decay
2013,23,State of Decay
2014,78,State of Decay
2015,11,State of Decay
2012,1,The Crew
2014,10,The Crew
2015,5,The Crew
2012,5,Rogue Legacy
2013,23,Rogue Legacy
2014,39,Rogue Legacy
2015,14,Rogue Legacy
2013,9,Haunted Memories
2014,10,Haunted Memories
2015,4,Haunted Memories
2013,4,Guncraft
2014,4,Guncraft
2012,2,Goodbye Deponia
2012,12,Middle-earth: Shadow of Mordor
2014,94,Middle-earth: Shadow of Mordor
2015,46,Middle-earth: Shadow of Mordor
2012,17,Assassin's Creed IV Black Flag
2013,29,Assassin's Creed IV Black Flag
2014,28,Assassin's Creed IV Black Flag
2015,2,Assassin's Creed IV Black Flag
2012,0,Vector Thrust
2015,2,Vector Thrust
2013,2,Rayman Legends
2012,2,Space Hulk
2013,6,Space Hulk
2014,1,Space Hulk
2014,2,Saints Row IV Inauguration Station
2012,2,Styx: Master of Shadows
2014,2,Styx: Master of Shadows
2012,11,Nuclear Throne
2014,10,Nuclear Throne
2015,30,Nuclear Throne
2012,2,Injustice: Gods Among Us Ultimate Edition
2013,3,Injustice: Gods Among Us Ultimate Edition
2014,12,Injustice: Gods Among Us Ultimate Edition
2015,6,Injustice: Gods Among Us Ultimate Edition
2012,0,GunZ 2: The Second Duel
2014,42,GunZ 2: The Second Duel
2015,6,GunZ 2: The Second Duel
2012,47,The Forest
2014,182,The Forest
2015,55,The Forest
2013,2,Day One: Garry's Incident
2014,6,140
2015,2,140
2012,30,Verdun
2013,5,Verdun
2014,42,Verdun
2015,59,Verdun
2012,2,"Sir, You Are Being Hunted"
2013,6,"Sir, You Are Being Hunted"
2014,14,"Sir, You Are Being Hunted"
2015,2,"Sir, You Are Being Hunted"
2012,9,Banished
2014,53,Banished
2015,19,Banished
2012,2,Anachronox
2013,2,Betrayer
2012,2,Memoria
2014,2,Poof
2015,2,TrackMania² Valley
2014,7,Urban Trial Freestyle
2012,6,Watch_Dogs
2014,38,Watch_Dogs
2015,13,Watch_Dogs
2015,2,Adventure Time:  Explore the Dungeon Because I DON’T KNOW!
2014,2,PixelJunk™ Monsters Ultimate
2014,2,Gas Guzzlers Extreme
2015,4,Gas Guzzlers Extreme
2012,6,Tom Clancy's Ghost Recon Phantoms - NA
2014,172,Tom Clancy's Ghost Recon Phantoms - NA
2015,26,Tom Clancy's Ghost Recon Phantoms - NA
2014,2,Bound By Flame
2013,0,Divinity: Dragon Commander
2014,4,"Invisible, Inc."
2015,4,"Invisible, Inc."
2012,2,Rise of Flight United
2012,4,Homeworld Remastered Collection
2015,11,Homeworld Remastered Collection
2012,4,Assetto Corsa
2013,2,Assetto Corsa
2014,15,Assetto Corsa
2015,8,Assetto Corsa
2015,1,Supreme Ruler 1936
2012,0,Men of War: Assault Squad 2
2014,3,Men of War: Assault Squad 2
2015,11,Men of War: Assault Squad 2
2012,0,Epigenesis
2014,4,Epigenesis
2015,2,Epigenesis
2014,6,NEOTOKYO°
2012,0,Shelter
2014,8,Shelter
2015,2,Shelter
2012,1,Divekick
2013,1,Divekick
2014,4,Divekick
2015,1,Divekick
2015,8,StarMade
2014,1,Foul Play
2012,21,Space Engineers
2013,22,Space Engineers
2014,307,Space Engineers
2015,101,Space Engineers
2013,12,Electronic Super Joy
2014,15,Electronic Super Joy
2015,0,Electronic Super Joy
2012,2,Velocity®Ultra
2012,28,SNOW
2013,2,SNOW
2014,8,SNOW
2015,14,SNOW
2013,3,The Dead Linger
2014,9,The Dead Linger
2015,3,The Dead Linger
2014,0,The Novelist
2012,9,Skullgirls
2013,9,Skullgirls
2014,32,Skullgirls
2015,48,Skullgirls
2014,6,ENSLAVED™: Odyssey to the West™ Premium Edition
2015,5,ENSLAVED™: Odyssey to the West™ Premium Edition
2015,4,Etherium
2012,2,"I Have No Mouth, and I Must Scream"
2015,2,"I Have No Mouth, and I Must Scream"
2014,26,Democracy 3
2015,4,Democracy 3
2014,6,Trials Fusion
2014,84,Free to Play
2015,8,Free to Play
2012,4,Tropico 5
2014,10,Tropico 5
2015,10,Tropico 5
2014,2,TRANSFORMERS: Rise of the Dark Spark
2014,2,Hack 'n' Slash
2014,4,Spacebase DF-9
2015,2,Spacebase DF-9
2015,1,MASSIVE CHALICE
2012,1,Happy Wars
2014,5,Happy Wars
2013,2,Paranormal
2012,4,Kingdom Rush
2014,22,Kingdom Rush
2015,3,Kingdom Rush
2012,2,The Typing of The Dead: Overkill
2013,0,The Typing of The Dead: Overkill
2014,6,The Typing of The Dead: Overkill
2015,2,The Typing of The Dead: Overkill
2012,13,Plague Inc: Evolved
2014,40,Plague Inc: Evolved
2015,15,Plague Inc: Evolved
2014,17,Strike Vector
2014,2,FATE
2012,0,Viscera Cleanup Detail
2014,14,Viscera Cleanup Detail
2015,9,Viscera Cleanup Detail
2014,8,Talisman: Digital Edition
2015,13,Talisman: Digital Edition
2012,3,"Cook, Serve, Delicious!"
2014,8,"Cook, Serve, Delicious!"
2015,6,"Cook, Serve, Delicious!"
2012,8,Crypt of the NecroDancer
2014,7,Crypt of the NecroDancer
2015,12,Crypt of the NecroDancer
2013,0,Portal 2 Sixense Perceptual Pack
2014,2,Portal 2 Sixense Perceptual Pack
2012,0,Soundodger+
2014,2,Soundodger+
2014,5,Volgarr the Viking
2012,1,Hitman: Contracts
2015,0,Magicka: Wizards of the Square Tablet
2014,0,Deadly Premonition: The Director's Cut
2015,2,Deadly Premonition: The Director's Cut
2012,6,Nether
2013,8,Nether
2014,45,Nether
2015,9,Nether
2014,1,Aerena
2013,1,Sniper Elite: Nazi Zombie Army 2
2014,10,Sniper Elite: Nazi Zombie Army 2
2015,2,Sniper Elite: Nazi Zombie Army 2
2015,2,Sacred 3
2014,2,Clickteam Fusion 2.5
2015,4,Clickteam Fusion 2.5
2012,2,Freedom Planet
2014,8,Freedom Planet
2015,6,Freedom Planet
2013,2,Omegalodon
2014,2,Omegalodon
2015,1,Omegalodon
2012,1,Craft The World
2014,5,Craft The World
2015,0,Craft The World
2014,1,Legends of Aethereus
2012,2,Depth Hunter 2: Deep Dive
2014,2,Megabyte Punch
2012,5,Toribash
2014,66,Toribash
2015,40,Toribash
2012,0,Door Kickers
2014,7,Door Kickers
2015,6,Door Kickers
2013,4,Kingdoms Rise
2014,4,Kingdoms Rise
2013,4,Draw a Stickman: EPIC
2014,1,Draw a Stickman: EPIC
2013,2,Dysfunctional Systems: Learning to Manage Chaos
2014,6,Dysfunctional Systems: Learning to Manage Chaos
2012,21,Risk of Rain
2013,30,Risk of Rain
2014,84,Risk of Rain
2015,46,Risk of Rain
2012,0,NEO Scavenger
2014,8,NEO Scavenger
2015,2,NEO Scavenger
2014,2,Vector
2012,2,Dungeon of the Endless
2013,6,Dungeon of the Endless
2014,8,Dungeon of the Endless
2015,4,Dungeon of the Endless
2012,2,LEGO® MARVEL Super Heroes
2013,11,LEGO® MARVEL Super Heroes
2014,38,LEGO® MARVEL Super Heroes
2015,13,LEGO® MARVEL Super Heroes
2015,2,Risen 3 - Titan Lords
2014,2,Unholy Heights
2014,6,Carmageddon: Reincarnation
2015,9,Carmageddon: Reincarnation
2015,0,NEStalgia
2014,2,The Castle Doctrine
2014,8,Delver
2015,2,Delver
2015,2,Blackguards
2014,4,Marlow Briggs
2013,5,Scribblenauts Unmasked
2014,3,Scribblenauts Unmasked
2015,4,Scribblenauts Unmasked
2013,2,Forge Quest
2014,4,Forge Quest
2015,1,FORCED
2014,2,Life Goes On
2015,6,Assault Android Cactus
2012,2,METAL SLUG 3
2014,20,METAL SLUG 3
2015,3,METAL SLUG 3
2014,22,Jazzpunk
2015,15,Jazzpunk
2012,6,The Wolf Among Us
2013,22,The Wolf Among Us
2014,75,The Wolf Among Us
2015,14,The Wolf Among Us
2012,2,Blockland
2013,6,Blockland
2014,14,Blockland
2015,1,Blockland
2013,2,Knock-knock
2012,2,How to Survive
2013,6,How to Survive
2014,22,How to Survive
2015,19,How to Survive
2012,2,8BitMMO
2013,20,8BitMMO
2014,16,8BitMMO
2015,4,8BitMMO
2014,4,Bridge Constructor
2015,1,Bridge Constructor
2013,3,Super Amazing Wagon Adventure
2014,9,Super Amazing Wagon Adventure
2015,5,Super Amazing Wagon Adventure
2012,2,Underrail
2014,4,Underrail
2013,2,Paranautical Activity: Deluxe Atonement Edition
2014,2,Paranautical Activity: Deluxe Atonement Edition
2015,4,Paranautical Activity: Deluxe Atonement Edition
2012,9,The Plan
2014,95,The Plan
2015,11,The Plan
2012,2,Among the Sleep
2014,8,Among the Sleep
2015,6,Among the Sleep
2015,0,Croixleur Sigma
2014,1,Ragnarok Online - Free to Play - European Version
2012,0,Shovel Knight
2014,16,Shovel Knight
2015,13,Shovel Knight
2014,0,Pro Evolution Soccer 2014
2012,30,The Binding of Isaac: Rebirth
2014,84,The Binding of Isaac: Rebirth
2015,98,The Binding of Isaac: Rebirth
2012,6,Wargame: Red Dragon
2014,15,Wargame: Red Dragon
2015,6,Wargame: Red Dragon
2015,2,Chroma Squad
2015,4,The Legend of Heroes: Trails in the Sky
2012,2,Damned
2014,3,Damned
2015,8,Damned
2012,2,The Legend of Heroes: Trails in the Sky SC
2015,1,Eleusis
2013,2,Escape Goat
2014,2,The Inner World
2015,4,The Inner World
2012,2,TowerFall Ascension
2015,2,TowerFall Ascension
2012,27,7 Days to Die
2013,16,7 Days to Die
2014,79,7 Days to Die
2015,36,7 Days to Die
2014,5,Barbie™ Dreamhouse Party™
2015,6,Barbie™ Dreamhouse Party™
2012,0,The Impossible Game
2014,4,The Impossible Game
2015,2,The Impossible Game
2014,6,Battle Nations
2014,0,Legend of Grimrock 2
2015,2,Legend of Grimrock 2
2015,2,Leadwerks Game Engine
2012,2,Go! Go! Nippon! ~My First Trip to Japan~
2014,11,Go! Go! Nippon! ~My First Trip to Japan~
2015,12,Go! Go! Nippon! ~My First Trip to Japan~
2014,2,Sins of a Dark Age
2015,2,Sins of a Dark Age
2012,2,Long Live The Queen
2013,2,Long Live The Queen
2014,14,Long Live The Queen
2015,0,Long Live The Queen
2014,2,Valdis Story: Abyssal City
2013,0,Gimbal
2015,2,Gimbal
2014,5,Grimm
2012,2,Maia
2014,1,Maia
2012,2,Slender: The Arrival
2013,1,Slender: The Arrival
2014,9,Slender: The Arrival
2015,2,Slender: The Arrival
2014,4,Double Dragon Neon
2015,4,Double Dragon Neon
2015,1,The Shivah
2012,2,SteamWorld Dig
2013,2,SteamWorld Dig
2014,2,SteamWorld Dig
2012,0,StarDrive 2
2015,2,StarDrive 2
2012,0,Space Pirates and Zombies 2
2012,132,Rust
2013,79,Rust
2014,603,Rust
2015,225,Rust
2012,2,OMSI 2
2014,2,OMSI 2
2015,4,OMSI 2
2014,4,Eldritch
2015,1,Eldritch
2014,2,Nihilumbra
2012,2,PULSAR: Lost Colony
2015,4,PULSAR: Lost Colony
2015,2,Skyscraper Simulator
2012,201,Rocket League
2015,205,Rocket League
2012,2,Race The Sun
2013,3,Race The Sun
2014,19,Race The Sun
2015,13,Race The Sun
2014,2,The Cat Lady
2015,2,The Cat Lady
2012,6,Stonehearth
2015,8,Stonehearth
2014,2,Tiny Barbarian DX
2015,2,Axis Game Factory's AGFPRO 3.0
2012,8,CastleMiner Z
2014,11,CastleMiner Z
2015,4,CastleMiner Z
2014,2,Warmachine Tactics
2015,0,Fortress Forever
2013,2,Wrack
2014,4,Sparkle 2 Evo
2014,2,Tiny Brains
2015,2,Tiny Brains
2012,1,theHunter
2014,26,theHunter
2015,22,theHunter
2013,2,Bus-Simulator 2012
2014,1,Gorky 17
2014,5,Enclave
2015,4,Enclave
2014,2,NASCAR '14
2012,4,FortressCraft Evolved
2013,2,Pool Nation
2014,5,Pool Nation
2012,2,Obscure
2014,2,Obscure
2015,2,Obscure
2014,2,Obscure 2
2012,2,resident evil 4 / biohazard 4
2014,4,resident evil 4 / biohazard 4
2015,2,resident evil 4 / biohazard 4
2014,2,GRID Autosport
2015,8,GRID Autosport
2014,4,Pro Cycling Manager 2014
2014,2,Journey of a Roach
2014,2,Max: The Curse of Brotherhood
2014,6,Magic 2015
2015,2,Magic 2015
2013,0,NBA 2K14
2014,8,NBA 2K14
2015,2,NBA 2K14
2013,0,Viscera Cleanup Detail: Shadow Warrior
2012,28,Cities: Skylines
2015,96,Cities: Skylines
2014,2,Jagged Alliance Flashback
2014,2,Truck Racer
2014,11,Child of Light
2015,2,Child of Light
2014,4,WRC 4 FIA WORLD RALLY CHAMPIONSHIP
2014,6,WRC Powerslide
2015,2,MXGP - The Official Motocross Videogame
2013,7,Might & Magic: Duel of Champions
2014,11,Might & Magic: Duel of Champions
2015,4,Might & Magic: Duel of Champions
2012,1,Project Nimbus
2014,0,Project Nimbus
2013,2,Tiny Thief
2014,2,Not The Robots
2014,2,Rebuild 3: Gangs of Deadsville
2015,2,Rebuild 3: Gangs of Deadsville
2012,4,Fuse
2015,2,Fuse
2012,10,The Talos Principle
2014,2,The Talos Principle
2015,13,The Talos Principle
2014,13,Max Gentlemen
2015,2,Max Gentlemen
2012,2,Infinity Wars - Animated Trading Card Game
2014,8,Infinity Wars - Animated Trading Card Game
2012,4,Bloody Trapland
2013,3,Bloody Trapland
2014,6,Bloody Trapland
2015,4,Bloody Trapland
2012,1,Violett
2012,9,Hyper Light Drifter
2014,2,Loren The Amazon Princess
2012,2,Ring Runner: Flight of the Sages
2014,2,Survivor Squad
2014,4,99 Spirits
2015,6,Rise of Incarnates
2014,6,Deus Ex: The Fall
2013,2,Talisman: Prologue
2014,6,The Vanishing of Ethan Carter
2015,6,The Vanishing of Ethan Carter
2014,2,Finn and Jake's Epic Quest
2012,1,Dragon Nest Europe
2014,1,Scania Truck Driving Simulator
2014,1,Professional Farmer 2014
2015,0,Montague's Mount
2012,2,Gauntlet™ 
2014,9,Gauntlet™ 
2015,2,Dominions 4
2013,2,Ballpoint Universe: Infinite
2014,2,Ballpoint Universe: Infinite
2015,1,Sneaky Sneaky
2015,2,Drifter
2012,1,Savant - Ascent
2013,4,Savant - Ascent
2014,4,Savant - Ascent
2015,4,Savant - Ascent
2014,2,Hero of the Kingdom
2014,3,Finding Teddy
2013,0,3079 -- Block Action RPG
2014,4,3079 -- Block Action RPG
2014,5,Tales of Maj'Eyal
2015,2,Tales of Maj'Eyal
2013,2,Dead Sky
2014,4,Fading Hearts
2015,2,Fading Hearts
2014,3,Nightmares from the Deep: The Cursed Heart
2014,2,Nimble Quest
2015,2,Agarest Zero
2014,4,The Last Tinker: City of Colors
2014,3,Assassin's Creed Liberation
2012,2,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
2014,22,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
2015,16,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
2014,1,Get Off My Lawn!
2015,1,The Four Kings Casino and Slots
2014,0,Neighbours from Hell
2014,0,1001 Spikes
2012,9,The Walking Dead: Season Two
2013,38,The Walking Dead: Season Two
2014,93,The Walking Dead: Season Two
2015,17,The Walking Dead: Season Two
2012,2,Killer is Dead
2014,2,Killer is Dead
2015,2,Killer is Dead
2012,6,Lethal League
2014,21,Lethal League
2015,12,Lethal League
2015,2,Tesla Effect
2014,2,Lifeless Planet
2012,10,Ori and the Blind Forest
2015,53,Ori and the Blind Forest
2012,12,Borderlands: The Pre-Sequel
2014,48,Borderlands: The Pre-Sequel
2015,45,Borderlands: The Pre-Sequel
2013,2,Eryi's Action
2014,9,Eryi's Action
2015,0,Eryi's Action
2014,12,Lichdom: Battlemage
2014,2,Corporate Lifestyle Simulator
2014,1,Catzilla
2012,10,Darkest Dungeon
2015,20,Darkest Dungeon
2012,2,Toy Soldiers: Complete
2014,2,Toy Soldiers: Complete
2012,2,Vanguard Princess
2014,5,Vanguard Princess
2014,2,Jets'n'Guns Gold
2012,1,Dungeons 2
2012,5,World of Guns: Gun Disassembly
2014,34,World of Guns: Gun Disassembly
2015,10,World of Guns: Gun Disassembly
2015,2,Manga maker ComiPo!
2012,2,Gunman Clive
2014,3,Gunman Clive
2015,2,Gunman Clive
2014,0,Chucks Challenge 3D
2015,2,GoD Factory: Wingmen
2012,0,Our Darker Purpose
2012,2,Crimsonland
2012,1,The Journey Down: Chapter Two
2012,0,Smooth Operators
2015,4,Smooth Operators
2013,2,Broken Sword 5 - the Serpent's Curse
2015,0,Castle In The Darkness
2014,8,STARWHAL
2015,0,STARWHAL
2012,6,Blockstorm
2014,5,Blockstorm
2015,14,Blockstorm
2012,1,9.03m
2014,1,9.03m
2015,2,9.03m
2012,1,Squirt's Adventure
2014,2,Signs of Life
2012,7,Spintires
2014,34,Spintires
2015,17,Spintires
2012,2,BlazBlue: Calamity Trigger
2014,10,BlazBlue: Calamity Trigger
2014,4,Saturday Morning RPG
2015,2,Saturday Morning RPG
2014,2,Continue?9876543210
2012,2,3089 -- Futuristic Action RPG
2014,3,3089 -- Futuristic Action RPG
2015,1,3089 -- Futuristic Action RPG
2014,2,Driftmoon
2014,3,War of the Human Tanks
2015,2,War of the Human Tanks
2014,1,Probably Archery
2014,32,The Stomping Land
2015,2,The Stomping Land
2014,2,Final Rush
2012,0,Dragons and Titans
2014,7,Dragons and Titans
2014,9,Villagers and Heroes
2014,2,Paper Sorcerer
2014,6,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition
2014,4,FootLOL: Epic Fail League
2015,2,FootLOL: Epic Fail League
2014,32,Turbo Dismount
2015,4,Turbo Dismount
2014,0,EvilQuest
2014,4,Wyv and Keep: The Temple of the Lost Idol
2012,2,Out There Somewhere
2015,11,Out There Somewhere
2014,4,Victory: The Age of Racing
2015,2,Victory: The Age of Racing
2012,2,Pixel Piracy
2013,6,Pixel Piracy
2014,27,Pixel Piracy
2015,5,Pixel Piracy
2012,7,One Finger Death Punch
2014,41,One Finger Death Punch
2015,27,One Finger Death Punch
2012,2,CONSORTIUM
2014,2,CONSORTIUM
2014,3,La Tale
2014,13,Narcissu 1st & 2nd
2015,8,Narcissu 1st & 2nd
2012,67,Subnautica
2015,73,Subnautica
2015,2,Deadly 30
2012,2,FORCED SHOWDOWN
2014,2,Meridian: New World
2012,2,Viscera Cleanup Detail: Santa's Rampage
2013,13,Viscera Cleanup Detail: Santa's Rampage
2014,15,Viscera Cleanup Detail: Santa's Rampage
2015,6,Viscera Cleanup Detail: Santa's Rampage
2012,2,Lords Of The Fallen
2014,2,Lords Of The Fallen
2015,2,Lords Of The Fallen
2014,2,Gomo
2014,21,Dead Rising 3
2015,2,Dead Rising 3
2012,2,Epic Battle Fantasy 4
2014,9,Epic Battle Fantasy 4
2015,4,Epic Battle Fantasy 4
2012,14,Fistful of Frags
2014,108,Fistful of Frags
2015,49,Fistful of Frags
